FIPS County Code,medinc_23p2,medinc_23p3,medinc_23p4
033,53500,60200,66800
035,53500,60200,66800
037,79900,89900,99800
039,53500,60200,66800
041,53500,60200,66800
043,79900,89900,99800
045,53500,60200,66800
047,64800,72900,81000
049,53500,60200,66800
051,56400,63400,70400
053,53500,60200,66800
055,56900,64000,71100
057,53500,60200,66800
059,54500,61300,68100
061,53500,60200,66800
063,55100,62000,68800
065,63700,71700,79600
067,53500,60200,66800
069,53500,60200,66800
071,53500,60200,66800
073,56400,63500,70500
075,53500,60200,66800
077,53600,60300,66900
079,53500,60200,66800
081,53500,60200,66800
083,53500,60200,66800
085,53500,60200,66800
087,53500,60200,66800
089,55100,62000,68800
091,53500,60200,66800
093,69200,77800,86400
095,53500,60200,66800
097,53500,60200,66800
099,53500,60200,66800
101,53500,60200,66800
103,54500,61300,68100
105,69200,77800,86400
107,53500,60200,66800
109,53500,60200,66800
111,53500,60200,66800
113,54800,61700,68500
115,63700,71700,79600
117,56000,63000,70000
119,62800,70700,78500
121,53500,60200,66800
123,53500,60200,66800
125,58400,65700,73000
127,64000,72000,79900
129,53500,60200,66800
131,53500,60200,66800
133,53500,60200,66800
135,53500,60200,66800
137,53500,60200,66800
139,55300,62200,69100
141,56200,63200,70200
143,53500,60200,66800
145,62800,70700,78500
147,79900,89900,99800
149,79900,89900,99800
151,53500,60200,66800
153,63700,71700,79600
155,53500,60200,66800
157,64800,72900,81000
159,55600,62600,69500
161,54800,61600,68400
163,56400,63500,70500
165,79900,89900,99800
167,64800,72900,81000
169,79900,89900,99800
171,57100,64200,71300
173,69200,77800,86400
175,53500,60200,66800
177,53500,60200,66800
179,57100,64200,71300
181,53500,60200,66800
183,53500,60200,66800
185,53500,60200,66800
187,79900,89900,99800
189,79900,89900,99800
001,57700,64900,72100
003,79000,88900,98700
005,57700,64900,72100
007,58300,65600,72800
009,64100,72100,80100
011,65400,73600,81700
013,58300,65600,72800
015,73600,82800,92000
017,57700,64900,72100
019,70300,79100,87800
021,93500,105200,116800
023,57700,64900,72100
025,57700,64900,72100
027,60800,68400,76000
029,70300,79100,87800
031,66700,75000,83300
033,86400,97200,108000
035,58000,65300,72500
037,57700,64900,72100
039,89200,100300,111400
041,64400,72400,80400
043,58500,65800,73100
045,57700,64900,72100
047,57700,64900,72100
049,57700,64900,72100
051,64400,72400,80400
053,66700,75000,83300
055,93500,105200,116800
057,66600,74900,83200
059,58600,65900,73200
061,57700,64900,72100
063,57700,64900,72100
065,65400,73600,81700
067,57700,64900,72100
069,57700,64900,72100
071,74600,83900,93200
073,57700,64900,72100
075,58300,65600,72800
077,64100,72100,80100
079,58300,65600,72800
081,60000,67500,74900
083,57700,64900,72100
085,82500,92800,103100
087,57700,64900,72100
089,58800,66100,73400
091,70300,79100,87800
093,57700,64900,72100
095,57700,64900,72100
097,68800,77400,86000
099,60800,68400,76000
101,57700,64900,72100
103,68400,77000,85500
105,58600,65900,73200
107,66700,75000,83300
109,57700,64900,72100
111,58500,65800,73100
113,82500,92800,103100
115,57700,64900,72100
117,58300,65600,72800
119,57700,64900,72100
121,82500,92800,103100
123,61500,69200,76800
125,57700,64900,72100
127,57700,64900,72100
129,57700,64900,72100
131,57700,64900,72100
133,57700,64900,72100
135,62800,70600,78400
137,58300,65600,72800
139,82500,92800,103100
141,57700,64900,72100
143,62800,70700,78500
145,57700,64900,72100
147,62800,70600,78400
149,68400,76900,85400
151,58400,65700,72900
153,57700,64900,72100
155,57700,64900,72100
157,74600,83900,93200
159,61200,68800,76400
161,58500,65800,73100
163,57700,64900,72100
165,64300,72300,80300
167,74600,83900,93200
169,59800,67300,74700
171,69200,77900,86500
173,73700,82900,92100
175,58600,65900,73200
177,58600,65900,73200
179,58400,65700,73000
181,66000,74200,82400
183,58600,65900,73200
185,58300,65600,72800
187,70300,79100,87800
189,57700,64900,72100
191,57700,64900,72100
193,58600,65900,73200
195,57700,64900,72100
197,57700,64900,72100
199,62400,70200,77900
201,74600,83900,93200
203,62800,70700,78500
205,64000,72000,80000
207,57700,64900,72100
209,93500,105200,116800
211,69400,78100,86700
213,57700,64900,72100
215,57700,64900,72100
217,59200,66600,73900
219,57700,64900,72100
221,72200,81200,90200
223,59500,66900,74300
225,57700,64900,72100
227,60000,67500,75000
229,57700,64900,72100
231,82500,92800,103100
233,59600,67000,74400
235,64200,72200,80200
237,59400,66800,74200
239,64900,73000,81100
241,58300,65600,72800
243,58600,65900,73200
245,62400,70200,77900
247,57700,64900,72100
249,57700,64900,72100
251,76600,86200,95700
253,58600,65900,73200
255,58600,65900,73200
257,82500,92800,103100
259,96000,108000,119900
261,57700,64900,72100
263,61700,69400,77100
265,62200,70000,77700
267,57700,64900,72100
269,59700,67200,74600
271,57700,64900,72100
273,57700,64900,72100
275,58600,65900,73200
277,57700,64900,72100
279,57700,64900,72100
281,68800,77400,86000
283,57700,64900,72100
285,63900,71900,79800
287,58600,65900,73200
289,58300,65600,72800
291,74600,83900,93200
293,57700,64900,72100
295,62800,70700,78500
297,58600,65900,73200
299,59200,66600,73900
301,78800,88600,98400
303,66700,75000,83300
305,57700,64900,72100
307,57700,64900,72100
309,59200,66600,74000
311,64300,72300,80300
313,58600,65900,73200
315,57700,64900,72100
317,73800,83000,92200
319,57700,64900,72100
321,57700,64900,72100
323,57700,64900,72100
325,72700,81800,90800
327,57700,64900,72100
329,85200,95800,106400
331,58200,65500,72700
333,57700,64900,72100
335,70400,79200,88000
337,57700,64900,72100
339,74600,83900,93200
341,57700,64900,72100
343,57700,64900,72100
345,57700,64900,72100
347,58300,65600,72800
349,57700,64900,72100
351,57700,64900,72100
353,58300,65600,72800
355,62000,69700,77400
357,58300,65600,72800
359,67200,75600,83900
361,62400,70200,77900
363,57700,64900,72100
365,57700,64900,72100
367,76600,86200,95700
369,58500,65800,73100
371,58300,65600,72800
373,57700,64900,72100
375,65400,73600,81700
377,57700,64900,72100
379,62100,69900,77600
381,65400,73600,81700
383,66200,74500,82700
385,57700,64900,72100
387,57700,64900,72100
389,58500,65800,73100
391,58000,65300,72500
393,69000,77600,86200
395,64400,72400,80400
397,82500,92800,103100
399,57700,64900,72100
401,59400,66800,74200
403,57700,64900,72100
405,57700,64900,72100
407,57700,64900,72100
409,62000,69700,77400
411,57700,64900,72100
413,65700,73900,82100
415,62500,70300,78100
417,57700,64900,72100
419,57700,64900,72100
421,58600,65900,73200
423,66500,74800,83100
425,57900,65100,72300
427,57700,64900,72100
429,57700,64900,72100
431,59700,67200,74600
433,67000,75400,83700
435,59600,67000,74400
437,57700,64900,72100
439,76600,86200,95700
441,58600,65900,73200
443,57700,64900,72100
445,57700,64900,72100
447,58300,65600,72800
449,57700,64900,72100
451,64200,72200,80200
453,93500,105200,116800
455,57700,64900,72100
457,58200,65500,72700
459,58600,65900,73200
461,64700,72800,80800
463,57700,64900,72100
465,57700,64900,72100
467,60300,67800,75300
469,58600,65900,73200
471,58600,65900,73200
473,74600,83900,93200
475,63300,71200,79100
477,66400,74700,83000
479,57700,64900,72100
481,58300,65600,72800
483,57700,64900,72100
485,64100,72100,80100
487,57700,64900,72100
489,57700,64900,72100
491,93500,105200,116800
493,70300,79100,87800
495,59300,66700,74100
497,70400,79200,88000
499,58300,65600,72800
501,69300,78000,86600
503,58800,66200,73500
505,57700,64900,72100
507,57700,64900,72100
001,70300,79100,87800
003,70300,79100,87800
005,70000,78700,87400
007,70000,78700,87400
009,85600,96300,106900
011,85200,95800,106400
013,70000,78700,87400
015,70000,78700,87400
017,70000,78700,87400
019,70000,78700,87400
021,70000,78700,87400
023,79300,89200,99100
025,70000,78700,87400
027,70000,78700,87400
029,85200,95800,106400
031,70000,78700,87400
033,70000,78700,87400
035,84800,95400,106000
037,70000,78700,87400
039,70000,78700,87400
041,70000,78700,87400
043,113300,127500,141600
045,78600,88400,98200
047,70000,78700,87400
049,79300,89200,99100
051,88000,99000,109900
053,70300,79100,87800
055,70000,78700,87400
057,85200,95800,106400
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
001,79300,89200,99100
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
003,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
005,72600,81700,90700
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
007,90900,102300,113600
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
009,72600,81700,90700
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
011,90900,102300,113600
013,90900,102300,113600
013,90900,102300,113600
013,90900,102300,113600
013,90900,102300,113600
013,90900,102300,113600
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
015,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
017,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
019,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
021,72600,81700,90700
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
023,77500,87200,96800
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
025,72600,81700,90700
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
027,74700,84000,93300
001,56500,63600,70600
003,88800,99900,111000
005,57500,64700,71800
007,85300,96000,106600
009,66400,74700,83000
011,66400,74700,83000
013,120600,135700,150700
015,67500,75900,84300
017,58000,65300,72500
019,66400,74700,83000
021,57500,64700,71800
023,73200,82300,91400
025,56500,63600,70600
027,56500,63600,70600
029,56500,63600,70600
031,66400,74700,83000
033,72500,81600,90600
035,56500,63600,70600
036,85300,96000,106600
037,56500,63600,70600
041,85300,96000,106600
043,120600,135700,150700
045,73200,82300,91400
047,84600,95200,105700
049,57500,64700,71800
051,56500,63600,70600
053,85300,96000,106600
057,57300,64500,71600
059,120600,135700,150700
061,120600,135700,150700
063,58800,66200,73500
065,88800,99900,111000
067,63100,71000,78800
069,77100,86700,96300
071,57000,64100,71200
073,79200,89100,99000
075,85300,96000,106600
077,56500,63600,70600
079,88800,99900,111000
081,56500,63600,70600
083,56800,63900,71000
085,85300,96000,106600
087,85300,96000,106600
089,56500,63600,70600
091,57500,64700,71800
093,79200,89100,99000
095,79200,89100,99000
097,60300,67800,75300
099,94900,106800,118600
101,85300,96000,106600
103,68100,76600,85100
105,56500,63600,70600
107,120600,135700,150700
109,68800,77400,85900
111,56500,63600,70600
113,60000,67500,75000
115,79200,89100,99000
117,56500,63600,70600
119,63800,71800,79700
121,73100,82200,91300
125,88800,99900,111000
127,85300,96000,106600
131,56900,64000,71100
133,64300,72300,80300
135,56500,63600,70600
137,77600,87300,97000
139,58200,65500,72700
141,56500,63600,70600
143,56500,63600,70600
145,85300,96000,106600
147,59100,66500,73800
149,85300,96000,106600
153,120600,135700,150700
155,60200,67700,75200
157,83300,93700,104100
159,57300,64500,71600
161,73200,82300,91400
163,58000,65200,72400
165,64800,72900,81000
167,56500,63600,70600
169,56400,63500,70500
171,64400,72500,80500
173,56500,63600,70600
175,62500,70300,78100
177,120600,135700,150700
179,120600,135700,150700
181,64200,72200,80200
183,85300,96000,106600
185,56500,63600,70600
187,77600,87300,96900
191,56400,63500,70500
193,67300,75700,84100
195,56500,63600,70600
197,57600,64800,72000
199,79200,89100,99000
510,120600,135700,150700
520,56400,63500,70500
530,58000,65200,72400
540,88800,99900,111000
550,79200,89100,99000
570,85300,96000,106600
580,57500,64700,71800
590,56500,63600,70600
595,56500,63600,70600
600,120600,135700,150700
610,120600,135700,150700
620,62500,70300,78100
630,120600,135700,150700
640,56500,63600,70600
650,79200,89100,99000
660,64800,72900,81000
670,85300,96000,106600
678,58000,65200,72400
680,66400,74700,83000
683,120600,135700,150700
685,120600,135700,150700
690,56500,63600,70600
700,79200,89100,99000
710,79200,89100,99000
720,56500,63600,70600
730,85300,96000,106600
735,79200,89100,99000
740,79200,89100,99000
750,73100,82200,91300
760,85300,96000,106600
770,73200,82300,91400
775,73200,82300,91400
790,67500,75900,84300
800,79200,89100,99000
810,79200,89100,99000
820,67500,75900,84300
830,79200,89100,99000
840,77100,86700,96300
001,66800,75200,83500
003,67800,76300,84700
005,74000,83200,92400
007,67500,75900,84300
009,66800,75200,83500
011,90300,101600,112800
013,66800,75200,83500
015,67500,75900,84300
017,67500,75900,84300
019,66800,75200,83500
021,74000,83200,92400
023,66800,75200,83500
025,67500,75900,84300
027,66800,75200,83500
029,75600,85000,94400
031,67500,75900,84300
033,109600,123300,137000
035,87200,98100,108900
037,72000,81000,90000
039,66800,75200,83500
041,66800,75200,83500
043,66800,75200,83500
045,66800,75200,83500
047,66800,75200,83500
049,66800,75200,83500
051,66800,75200,83500
053,86000,96800,107500
055,73900,83100,92300
057,72900,82000,91100
059,90300,101600,112800
061,109600,123300,137000
063,71200,80100,89000
065,66800,75200,83500
067,82000,92300,102500
069,66800,75200,83500
071,68300,76800,85300
073,76800,86400,96000
075,67600,76100,84500
077,66800,75200,83500
001,50300,56600,62800
003,61000,68600,76200
005,50300,56600,62800
007,50300,56600,62800
009,62800,70600,78400
011,55400,62300,69200
013,50300,56600,62800
015,56300,63300,70300
017,58200,65500,72700
019,50300,56600,62800
021,52800,59400,66000
023,53600,60300,66900
025,50300,56600,62800
027,77100,86700,96300
029,62800,70600,78400
031,50600,56900,63200
033,65200,73400,81500
035,58400,65700,73000
037,92200,103700,115200
039,56300,63300,70300
041,50300,56600,62800
043,50300,56600,62800
045,50300,56600,62800
047,50300,56600,62800
049,59400,66800,74200
051,62000,69800,77500
053,52100,58600,65100
055,50300,56600,62800
057,68200,76700,85200
059,50300,56600,62800
061,72200,81200,90200
063,50300,56600,62800
065,59600,67000,74400
067,50300,56600,62800
069,62000,69800,77500
071,50300,56600,62800
073,59200,66600,74000
075,51400,57800,64200
077,72200,81200,90200
079,69600,78300,86900
081,53300,60000,66600
083,53300,60000,66600
085,50300,56600,62800
087,50300,56600,62800
089,50300,56600,62800
091,58100,65400,72600
093,54400,61200,68000
095,53700,60400,67100
097,52000,58500,65000
099,55400,62300,69200
101,50300,56600,62800
103,50300,56600,62800
105,57300,64500,71600
107,57300,64500,71600
109,50300,56600,62800
001,68000,76500,85000
003,68000,76500,85000
005,68000,76500,85000
007,68000,76500,85000
009,76400,86000,95500
011,68000,76500,85000
013,68000,76500,85000
015,81100,91200,101300
017,73100,82200,91300
019,68000,76500,85000
021,78400,88200,97900
023,68000,76500,85000
025,97700,109900,122100
027,69100,77700,86300
029,69700,78400,87100
031,72300,81300,90300
033,69600,78300,86900
035,73100,82200,91300
037,68000,76500,85000
039,71300,80200,89100
041,68000,76500,85000
043,68000,76500,85000
045,75200,84600,94000
047,68000,76500,85000
049,76700,86300,95800
051,68000,76500,85000
053,68000,76500,85000
055,74700,84000,93300
057,68000,76500,85000
059,75800,85300,94700
061,76400,86000,95500
063,74800,84100,93400
065,68000,76500,85000
067,68000,76500,85000
069,69100,77700,86300
071,68400,76900,85400
073,74200,83500,92700
075,68000,76500,85000
077,68000,76500,85000
078,68000,76500,85000
079,80000,90000,99900
081,68800,77400,86000
083,68000,76500,85000
085,68600,77200,85700
087,81100,91200,101300
089,80000,90000,99900
091,68800,77400,86000
093,99400,111800,124200
095,68000,76500,85000
097,73600,82800,91900
099,68000,76500,85000
101,73200,82300,91400
103,68000,76500,85000
105,69100,77700,86300
107,68000,76500,85000
109,99400,111800,124200
111,69600,78300,87000
113,68000,76500,85000
115,68000,76500,85000
117,71700,80700,89600
119,68000,76500,85000
121,69100,77700,86300
123,68000,76500,85000
125,68000,76500,85000
127,74600,83900,93200
129,68000,76500,85000
131,80000,90000,99900
133,80000,90000,99900
135,69100,77700,86300
137,68000,76500,85000
139,72000,81000,90000
141,68000,76500,85000
001,75300,84700,94100
003,74200,83500,92700
005,83900,94400,104800
007,74200,83500,92700
009,77400,87100,96700
011,75400,84800,94200
013,74200,83500,92700
015,74200,83500,92700
017,74200,83500,92700
019,74200,83500,92700
021,75700,85200,94600
023,77000,86600,96200
025,74200,83500,92700
027,74200,83500,92700
029,74200,83500,92700
031,74200,83500,92700
033,76800,86400,96000
035,76800,86400,95900
037,82800,93100,103400
039,102200,115000,127700
041,74200,83500,92700
043,74200,83500,92700
045,74200,83500,92700
999,40200,45200,50200
010,64700,72800,80800
999,39500,44400,49300
001,22400,25200,28000
003,22700,25500,28300
005,22700,25500,28300
007,26900,30300,33600
009,22000,24700,27400
011,22700,25500,28300
013,22800,25700,28500
015,21300,24000,26600
017,26900,30300,33600
019,22000,24700,27400
021,26900,30300,33600
023,21600,24300,27000
025,27600,31000,34400
027,22800,25700,28500
029,26900,30300,33600
031,26900,30300,33600
033,26900,30300,33600
035,27600,31000,34400
037,25100,28200,31300
039,22000,24700,27400
041,27600,31000,34400
043,20800,23400,25900
045,26900,30300,33600
047,26900,30300,33600
049,20800,23400,25900
051,26900,30300,33600
053,25100,28200,31300
054,26900,30300,33600
055,20800,23400,25900
057,21300,24000,26600
059,20800,23400,25900
061,26900,30300,33600
063,27600,31000,34400
065,22800,25700,28500
067,23700,26700,29600
069,26900,30300,33600
071,22700,25500,28300
073,20800,23400,25900
075,22400,25200,28000
077,26900,30300,33600
079,21600,24300,27000
081,22700,25500,28300
083,23700,26700,29600
085,26900,30300,33600
087,26900,30300,33600
089,25100,28200,31300
091,26900,30300,33600
093,20800,23400,25900
095,26900,30300,33600
097,23700,26700,29600
099,22700,25500,28300
101,26900,30300,33600
103,26900,30300,33600
105,26900,30300,33600
107,22000,24700,27400
109,21300,24000,26600
111,20800,23400,25900
113,22400,25200,28000
115,22800,25700,28500
117,22700,25500,28300
119,26900,30300,33600
121,21600,24300,27000
123,20800,23400,25900
125,21600,24300,27000
127,26900,30300,33600
129,27600,31000,34400
131,22700,25500,28300
133,20800,23400,25900
135,26900,30300,33600
137,26900,30300,33600
139,26900,30300,33600
141,22700,25500,28300
143,26900,30300,33600
145,26900,30300,33600
147,20800,23400,25900
149,22400,25200,28000
151,26900,30300,33600
153,20800,23400,25900
010,54400,61200,67900
020,84000,94500,104900
030,61900,69600,77300
